person,"<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/352491_person1_small_IoU0.6_1.5larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/352491_person1_small_IoU0.6_1.5smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/352491_person1_small_IoU0.6_2.0larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/352491_person1_small_IoU0.6_2.0smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/352491_person1_small_IoU0.6.png"" />"
person,"<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/148508_person3_large_IoU0.6_1.5larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/148508_person3_large_IoU0.6_1.5smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/148508_person3_large_IoU0.6_2.0larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/148508_person3_large_IoU0.6_2.0smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/148508_person3_large_IoU0.6.png"" />"
cat,"<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/18833_cat0_large_IoU0.6_1.5larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/18833_cat0_large_IoU0.6_1.5smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/18833_cat0_large_IoU0.6_2.0larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/18833_cat0_large_IoU0.6_2.0smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/18833_cat0_large_IoU0.6.png"" />"
umbrella,"<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/182805_umbrella6_large_IoU0.5_1.5larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/182805_umbrella6_large_IoU0.5_1.5smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/182805_umbrella6_large_IoU0.5_2.0larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/182805_umbrella6_large_IoU0.5_2.0smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/182805_umbrella6_large_IoU0.5.png"" />"
person,"<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/142585_person2_small_IoU0.6_1.5larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/142585_person2_small_IoU0.6_1.5smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/142585_person2_small_IoU0.6_2.0larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/142585_person2_small_IoU0.6_2.0smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/142585_person2_small_IoU0.6.png"" />"
person,"<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/212226_person0_large_IoU0.8_1.5larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/212226_person0_large_IoU0.8_1.5smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/212226_person0_large_IoU0.8_2.0larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/212226_person0_large_IoU0.8_2.0smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/212226_person0_large_IoU0.8.png"" />"
chair,"<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/361147_chair6_small_IoU0.9_1.5larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/361147_chair6_small_IoU0.9_1.5smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/361147_chair6_small_IoU0.9_2.0larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/361147_chair6_small_IoU0.9_2.0smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/361147_chair6_small_IoU0.9.png"" />"
person,"<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/12639_person0_medium_IoU0.8_1.5larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/12639_person0_medium_IoU0.8_1.5smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/12639_person0_medium_IoU0.8_2.0larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/12639_person0_medium_IoU0.8_2.0smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/12639_person0_medium_IoU0.8.png"" />"
person1,"<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/336053_person12_medium_IoU0.5_1.5larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/336053_person12_medium_IoU0.5_1.5smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/336053_person12_medium_IoU0.5_2.0larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/336053_person12_medium_IoU0.5_2.0smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/336053_person12_medium_IoU0.5.png"" />"
person,"<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/360661_person3_small_IoU0.9_1.5larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/360661_person3_small_IoU0.9_1.5smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/360661_person3_small_IoU0.9_2.0larger.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/360661_person3_small_IoU0.9_2.0smaller.png"" />","<img src=""https://storage.googleapis.com/annotations_video_summarisation/evaluating_IoU/faster_rcnn_R_50_FPN_3xdetectron2_pretrained_fixed_factors_chosen_for_survey_no_margin/360661_person3_small_IoU0.9.png"" />"
